time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2023-06-24 15:43:31.166 UTC, , , , , , , , , ,125,3164229,18376, , ,3,1,36,3,0.08, , , , , , , ,3,3, ,2,1,2,1,4, ,38,18, , , , , , , , , , , , , ,45216,5, ,44068, , , , ,45266,365492523008,27,27,27,27, , , , , ,6,138, , , , , , , , , , , , , , , , , , , , , , , , , ,45266,1687621411046,,, , , , , , , , , ,3145728,45216, , , , , , ,27, , ,2, , ,3, , ,27, ,2048,1, , , , , ,185647,48, , , , , , , , ,7,19,41803936,5, , , , , , ,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-06-24 15:44:31.185 UTC, , , , , , , , , ,125,3182397,35872,672, ,5, ,18,2,0.11, , , , , , , ,5,5, , , ,2,2,6, ,17,9, , , , , , , , , , , , , ,45216,5, ,44068, , , , ,45266,365492121600,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45266,1687621411046,,, , , , , , , , , ,3145728,45216, , , , , , ,13, , ,1, , ,3, , ,13,1, , , , , , , ,20031,14, , , , , , , , , , ,52289696,4, , , , , , ,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,3, , , , 
2023-06-24 15:45:31.197 UTC, , , , , , , , , ,125,3182397,35872,672, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,45216,5, ,44068, , , , ,45266,365493583872,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45266,1687621411046,,, , , , , , , , , ,3145728,45216, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,54386848,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
2023-06-24 15:46:31.205 UTC, , , , , , , , , ,125,3182397,35872,672, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,45216,5, ,44068, , , , ,45266,365495570432,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45266,1687621411046,,, , , , , , , , , ,3145728,45216, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,56484000,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
2023-06-24 15:47:31.217 UTC, , , , , , , , , ,125,3182397,35872,672, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,45216,5, ,44068, , , , ,45266,365494300672,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45266,1687621411046,,, , , , , , , , , ,3145728,45216, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,56484000,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
2023-06-24 15:48:14.981 UTC, , , , , , , , , ,125,3164229,18376, , ,3,1,36,3,0.08, , , , , , , ,3,3, ,2,1,2,1,4, ,38,18, , , , , , , , , , , , , ,45216,5, ,44068, , , , ,45266,365496946688,27,27,27,27, , , , , ,6,138, , , , , , , , , , , , , , , , , , , , , , , , , ,45266,1687621694864,,, , , , , , , , , ,3145728,45216, , , , , , ,27, , ,2, , ,3, , ,27, ,2048,1, , , , , ,185647,48, , , , , , , , ,8,20,38341904,6, , , , , , ,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-06-24 15:49:15.003 UTC, , , , , , , , , ,125,3182397,35872,672, ,5, ,18,2,0.11, , , , , , , ,5,5, , , ,2,2,6, ,17,9, , , , , , , , , , , , , ,45216,5, ,44068, , , , ,45266,365503107072,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45266,1687621694864,,, , , , , , , , , ,3145728,45216, , , , , , ,13, , ,1, , ,3, , ,13,1, , , , , , , ,20031,14, , , , , , , , , , ,48827664,7, , , , , , ,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,3, , , , 
2023-06-24 15:50:15.016 UTC, , , , , , , , , ,125,3182397,35872,672, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,45216,5, ,44068, , , , ,45266,365501210624,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45266,1687621694864,,, , , , , , , , , ,3145728,45216, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,50924816,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
2023-06-24 15:51:15.028 UTC, , , , , , , , , ,125,3182397,35872,672, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,45216,5, ,44068, , , , ,45266,365499031552,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45266,1687621694864,,, , , , , , , , , ,3145728,45216, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,53021968,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
2023-06-24 15:51:57.278 UTC, , , , , , , , , ,125,3164229,18376, , ,3,1,36,3,0.08, , , , , , , ,3,3, ,2,1,2,1,4, ,38,18, , , , , , , , , , , , , ,45216,5, ,44068, , , , ,45266,365495885824,27,27,27,27, , , , , ,6,138, , , , , , , , , , , , , , , , , , , , , , , , , ,45266,1687621917158,,, , , , , , , , , ,3145728,45216, , , , , , ,27, , ,2, , ,3, , ,27, ,2048,1, , , , , ,185647,48, , , , , , , , ,7,19,39990016,4, , , , , , ,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-06-24 15:52:22.871 UTC, , , , , , , , , ,125,3164229,18376, , ,3,1,36,3,0.08, , , , , , , ,3,3, ,2,1,2,1,4, ,38,18, , , , , , , , , , , , , ,45216,5, ,44068, , , , ,45266,365494902784,27,27,27,27, , , , , ,6,138, , , , , , , , , , , , , , , , , , , , , , , , , ,45266,1687621942755,,, , , , , , , , , ,3145728,45216, , , , , , ,27, , ,2, , ,3, , ,27, ,2048,1, , , , , ,185647,48, , , , , , , , ,7,18,40221024,4, , , , , , ,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-06-24 15:53:22.887 UTC, , , , , , , , , ,125,3182397,35872,672, ,5, ,18,2,0.11, , , , , , , ,5,5, , , ,2,2,6, ,17,9, , , , , , , , , , , , , ,45216,5, ,44068, , , , ,45266,365496582144,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45266,1687621942755,,, , , , , , , , , ,3145728,45216, , , , , , ,13, , ,1, , ,3, , ,13,1, , , , , , , ,20031,14, , , , , , , , , , ,52803936,4, , , , , , ,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,3, , , , 
2023-06-24 15:54:22.902 UTC, , , , , , , , , ,125,3182397,35872,672, ,5, , , , , , , , , , , ,5,5, , , ,2,2,6, , , , , , , , , , , , , , , , ,45216,5, ,44068, , , , ,45266,365496582144,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45266,1687621942755,,, , , , , , , , , ,3145728,45216, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,54901088,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
2023-06-24 15:56:09.333 UTC, , , , , , , , , ,125,3164229,18376, , ,3,1,36,3,0.08, , , , , , , ,3,3, ,2,1,2,1,4, ,38,18, , , , , , , , , , , , , ,45216,5, ,44068, , , , ,45266,365494112256,27,27,27,27, , , , , ,6,138, , , , , , , , , , , , , , , , , , , , , , , , , ,45266,1687622169214,,, , , , , , , , , ,3145728,45216, , , , , , ,27, , ,2, , ,3, , ,27, ,2048,1, , , , , ,185647,48, , , , , , , , ,9,21,40855600,2, , , , , , ,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-06-24 15:57:09.315 UTC, , , , , , , , , ,589,3189317,42328,672, ,7, ,33,4,0.12, , , , , , , ,7,7, , , ,2,3,9, ,21,10, , , , , , , , , , , , , ,45216,5, ,44068, , , , ,45724,365503881216,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45724,1687622169214,,, , , , , , , , , ,3145728,45697,11,11,8,11, , ,18,2,2,3,2, ,3,4, ,18,1, , , , , , , ,32449,21,458,2, , , , , , , , ,53438512,2, , , , , , ,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , ,4,1,1,1,1, ,1,4, , , , 
2023-06-24 15:58:09.324 UTC, , , , , , , , , ,589,3189317,42328,672, ,7, , , , , , , , , , , ,7,7, , , ,2,3,9, , , , , , , , , , , , , , , , ,45216,5, ,44068, , , , ,45724,365500985344,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45724,1687622169214,,, , , , , , , , , ,3145728,45697,8,8,7,8, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,55535664,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
2023-06-24 15:59:09.333 UTC, , , , , , , , , ,589,3189317,42328,672, ,7, , , , , , , , , , , ,7,7, , , ,2,3,9, , , , , , , , , , , , , , , , ,45216,5, ,44068, , , , ,45724,365494358016,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45724,1687622169214,,, , , , , , , , , ,3145728,45697,9,9,8,9, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,55535664,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
2023-06-24 16:00:10.269 UTC, , , , , , , , , ,125,3174461,28608, , ,6,1,67,6,0.09, , , , , , , ,6,6, ,11,1,2,4,7, ,61,18, , , , , , , , , , , , , ,47602,6,46094,46094,1, ,5,10,47652,365494079488,26,26,26,26, , , , , ,6,147, , , , , , , , , , , , , , , , , , , , , , , , , ,47652,1687622410113,,, , , , , , , , , ,3145728,47602,12,12,6,12, , ,33,1,1,4,1, ,3,2, ,33, ,2048,1, , , , , ,202031,56,1628,1, , , , , , ,7,19,42090112,6, , , , , , ,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-06-24 16:01:10.282 UTC, , , , , , , , , ,589,3190109,43120,672, ,7, ,33,1,0.03, , , , , , , ,7,7, , , ,2,3,9, ,21,10, , , , , , , , , , , , , ,47602,6,46094,46094, , , , ,48048,365493141504,26,26,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,48048,1687622410113,,, , , , , , , , , ,3145728,48020,12,12,7,12, , ,12,2,2,3,2, ,3,4, ,12,1, , , , , , , ,20161,15,396,2, , , , , , , , ,52575872,5, , , , , , ,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , ,4,1,1,1,1, ,1,4, , , , 
2023-06-24 16:02:10.310 UTC, , , , , , , , , ,589,3190109,43120,672, ,7, , , , , , , , , , , ,7,7, , , ,2,3,9, , , , , , , , , , , , , , , , ,47602,6,46094,46094, , , , ,48048,365487112192,26,26,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,48048,1687622410113,,, , , , , , , , , ,3145728,48020,9,9,7,9, , , , , , , , ,3,4, , ,1, , , , , , , , , , , , , , , , , , , ,54673024,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
2023-06-24 16:03:10.316 UTC, , , , , , , , , ,589,3190109,43120,672, ,7, , , , , , , , , , , ,7,7, , , ,2,3,9, , , , , , , , , , , , , , , , ,47602,6,46094,46094, , , , ,48048,365486948352,26,26,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,48048,1687622410113,,, , , , , , , , , ,3145728,48020,10,10,8,10, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,54673024,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
2023-06-24 16:04:10.329 UTC, , , , , , , , , ,589,3190109,43120,672, ,7, , , , , , , , , , , ,7,7, , , ,2,3,9, , , , , , , , , , , , , , , , ,47602,6,46094,46094, , , , ,48048,365486186496,26,26,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,48048,1687622410113,,, , , , , , , , , ,3145728,48020,10,10,8,10, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,54673024,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
2023-06-24 16:05:10.344 UTC, , , , , , , , , ,589,3190109,43120,672, ,7, , , , , , , , , , , ,7,7, , , ,2,3,9, , , , , , , , , , , , , , , , ,47602,6,46094,46094, , , , ,48048,365481926656,26,26,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,48048,1687622410113,,, , , , , , , , , ,3145728,48020,9,9,8,9, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,56770176,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
2023-06-24 16:06:10.359 UTC, , , , , , , , , ,589,3190109,43120,672, ,7, , , , , , , , , , , ,7,7, , , ,2,3,9, , , , , , , , , , , , , , , , ,47602,6,46094,46094, , , , ,48048,365480615936,26,26,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,48048,1687622410113,,, , , , , , , , , ,3145728,48020,8,8,6,8, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,56770176,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
2023-06-24 16:06:54.509 UTC, , , , , , , , , ,125,3174549,28696, , ,6, ,55,6,0.11, , , , , , , ,6,6, ,7, ,2,4,7, ,57,19, , , , , , , , , , , , , ,49124,7,48118,48118,1,3,1,5,49175,365479960576,26,26,26,26, , , , , ,6,168, , , , , , , , , , , , , , , , , , , , , , , , , ,49175,1687622814358,,, , , , , , , , , ,3145728,49124,12,12,8,12, , ,33,1,1,4,1, ,3,2, ,33, ,2048,1, , , , , ,200097,56,1127,1, , , , , , ,7,22,40320224,4, , , , , , ,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-06-24 16:07:54.517 UTC, , , , , , , , , ,589,3190197,43208,672, ,7, ,31,1,0.03, , , , , , , ,7,7, , , ,2,3,9, ,20,10, , , , , , , , , , , , , ,49124,7,48118,48118, , , , ,49571,365478719488,26,26,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,49571,1687622814358,,, , , , , , , , , ,3145728,49543,9,9,6,9, , ,12,2,2,3,2, ,3,4, ,12,1, , , , , , , ,20162,15,396,2, , , , , , , , ,50805984,4, , , , , , ,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , ,4,1,1,1,1, ,1,4, , , , 
2023-06-24 16:08:54.523 UTC, , , , , , , , , ,589,3190197,43208,672, ,7, ,13, , , , , , , , , ,7,7, , , ,2,3,9, ,4, , , , , , , , , , , , , , ,49124,7,48118,48118, , , , ,49877,365477199872,25,25,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,49877,1687622814358,,, , , , , , , , , ,3145728,49849,17,17,9,17, , , ,2,2, ,2, ,3,5, , ,1, , , , , , , , , ,306,2, , , , , , , , ,52903136,8, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , ,1,1, ,1,1, ,1,5, , , , 
2023-06-24 16:09:54.545 UTC, , , , , , , , , ,589,3190197,43208,672, ,7, , , , , , , , , , , ,7,7, , , ,2,3,9, , , , , , , , , , , , , , , , ,49124,7,48118,48118, , , , ,49877,365475966976,25,25,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,49877,1687622814358,,, , , , , , , , , ,3145728,49849,10,10,8,10, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,52903136,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
2023-06-24 16:10:54.579 UTC, , , , , , , , , ,589,3190197,43208,672, ,7, , , , , , , , , , , ,7,7, , , ,2,3,9, , , , , , , , , , , , , , , , ,49124,7,48118,48118, , , , ,49877,365478998016,25,25,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,49877,1687622814358,,, , , , , , , , , ,3145728,49849,10,10,6,10, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,52903136,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , 
2023-06-24 16:11:54.540 UTC, , , , , , , , , ,589,3190197,43208,672, ,7, , , , , , , , , , , ,7,7, , , ,2,3,9, , , , , , , , , , , , , , , , ,49124,7,48118,48118, , , , ,49877,365488345088,25,25,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,49877,1687622814358,,, , , , , , , , , ,3145728,49849,28,28,14,28, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,55000288,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
2023-06-24 16:12:54.555 UTC, , , , , , , , , ,589,3190197,43208,672, ,7, , , , , , , , , , , ,7,7, , , ,2,3,9, , , , , , , , , , , , , , , , ,49124,7,48118,48118, , , , ,49877,365493866496,25,25,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,49877,1687622814358,,, , , , , , , , , ,3145728,49849,12,12,8,12, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,55000288,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
2023-06-24 16:13:54.565 UTC, , , , , , , , , ,589,3190197,43208,672, ,7, , , , , , , , , , , ,7,7, , , ,2,3,9, , , , , , , , , , , , , , , , ,49124,7,48118,48118, , , , ,49877,365491814400,25,25,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,49877,1687622814358,,, , , , , , , , , ,3145728,49849,9,9,8,9, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,57097440,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
2023-06-24 16:14:54.579 UTC, , , , , , , , , ,589,3190197,43208,672, ,7, , , , , , , , , , , ,7,7, , , ,2,3,9, , , , , , , , , , , , , , , , ,49124,7,48118,48118, , , , ,49877,365488930816,25,25,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,49877,1687622814358,,, , , , , , , , , ,3145728,49849,10,10,8,10, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,57097440,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
2023-06-24 16:15:54.601 UTC, , , , , , , , , ,589,3190197,43208,672, ,7, , , , , , , , , , , ,7,7, , , ,2,3,9, , , , , , , , , , , , , , , , ,49124,7,48118,48118, , , , ,49877,365489938432,25,25,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,49877,1687622814358,,, , , , , , , , , ,3145728,49849,13,13,7,13, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , ,1,15,36641944,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
2023-06-24 16:16:54.616 UTC, , , , , , , , , ,589,3190197,43208,672, ,7, , , , , , , , , , , ,7,7, , , ,2,3,9, , , , , , , , , , , , , , , , ,49124,7,48118,48118, , , , ,49877,365488496640,25,25,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,49877,1687622814358,,, , , , , , , , , ,3145728,49849,8,8,6,8, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,36641944,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
2023-06-24 16:17:54.635 UTC, , , , , , , , , ,589,3190197,43208,672, ,7, , , , , , , , , , , ,7,7, , , ,2,3,9, , , , , , , , , , , , , , , , ,49124,7,48118,48118, , , , ,49877,365492715520,25,25,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,49877,1687622814358,,, , , , , , , , , ,3145728,49849,11,11,6,11, , , , , , , , ,3,4, , ,1, , , , , , , , , , , , , , , , , , , ,38739096,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
2023-06-24 16:18:54.645 UTC, , , , , , , , , ,589,3190197,43208,672, ,7, , , , , , , , , , , ,7,7, , , ,2,3,9, , , , , , , , , , , , , , , , ,49124,7,48118,48118, , , , ,49877,365490155520,25,25,25,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,49877,1687622814358,,, , , , , , , , , ,3145728,49849,6,6,6,6, , , , , , , , ,3,2, , ,1, , , , , , , , , , , , , , , , , , , ,38739096,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , 
